image,split,source,strat_key
a068a828-Doc_table_21.png,test,real,class_0
a2307221-1201_293.png,test,real,class_1
a34f86ce-Doc_table_13.png,test,real,class_0
ab1fcf70-Doc_table_94.png,test,real,class_1
ac797dcb-Doc_table_159.png,test,real,class_1
b0382e86-Doc_table_487.png,test,real,class_1
b3dfea49-Doc_table_479.png,test,real,class_0
b7d78580-0651_013.png,test,real,class_1
baa44415-0219_043.png,test,real,class_1
bb68368b-1124_024.png,test,real,class_1
bcca1a7a-1060_146.png,test,real,class_1
bdcf243c-Doc_table_489.png,test,real,class_0
bf2e67eb-0155_081.png,test,real,class_1
c195cfcf-Doc_table_478.png,test,real,class_1
c35be97b-20_bordered_tables_page-0007.jpg,test,real,class_0
c4786acf-0147_256.png,test,real,class_1
c7c733af-1999_019.png,test,real,class_1
cbc6cbd7-20_bordered_tables_page-0011.jpg,test,real,class_0
d15c2970-1662_085.png,test,real,class_1
d203a585-Doc_table_473.png,test,real,class_1
d2696843-0151_180.png,test,real,class_1
d2b4b505-20_bordered_tables_page-0002.jpg,test,real,class_0
d339777d-2029_470.png,test,real,class_1
d96d0a1f-20_bordered_tables_page-0003.jpg,test,real,class_0
dc0ba0af-20_bordered_tables_page-0014.jpg,test,real,class_0
e15a30a3-1343_073.png,test,real,class_1
e2c9da4d-Doc_table_477.png,test,real,class_0
e73468f8-Doc_table_461.png,test,real,class_0
e984523f-Doc_table_62.png,test,real,class_0
ea32ee23-Doc_table_61.png,test,real,class_0
ecd7505f-Doc_table_25.png,test,real,class_0
efdeabc9-1674_138.png,test,real,class_1
f0fb6cfe-20_bordered_tables_page-0006.jpg,test,real,class_0
f138be0d-Doc_table_466.png,test,real,class_0
f1fe94cf-1012_041.png,test,real,class_1
f380aa19-Doc_table_454.png,test,real,class_0
f4d37673-Screenshot_2026-06-16_180718.png,test,real,class_0
f62ff328-Doc_table_96.png,test,real,class_0
f6c7fbe1-1156_004.png,test,real,negative
f7321401-Doc_table_91.png,test,real,class_1
f90a1c06-Doc_table_498.png,test,real,class_1
fa81465e-0199_384.png,test,real,negative
faa49525-Doc_table_483.png,test,real,class_0
fd9ebf18-Doc_table_80_-_Copy.png,test,real,class_0
fe12cd37-1558_040.png,test,real,class_1
fec4f22e-Doc_table_471.png,test,real,class_0
ff0da1da-1777_016.png,test,real,class_1
synth_00002.png,test,synthetic,class_1
synth_00007.png,test,synthetic,class_1
synth_00012.png,test,synthetic,class_0
synth_00021.png,test,synthetic,class_1
synth_00035.png,test,synthetic,class_1
synth_00037.png,test,synthetic,class_0
synth_00038.png,test,synthetic,class_1
synth_00040.png,test,synthetic,class_1
synth_00042.png,test,synthetic,class_0
synth_00044.png,test,synthetic,class_0
synth_00045.png,test,synthetic,class_0
synth_00046.png,test,synthetic,class_1
synth_00057.png,test,synthetic,class_1
synth_00060.png,test,synthetic,class_0
synth_00085.png,test,synthetic,class_1
synth_00097.png,test,synthetic,class_1
synth_00109.png,test,synthetic,class_0
synth_00111.png,test,synthetic,class_1
synth_00117.png,test,synthetic,class_0
synth_00121.png,test,synthetic,class_1
synth_00124.png,test,synthetic,class_0
synth_00128.png,test,synthetic,class_0
synth_00139.png,test,synthetic,class_0
synth_00145.png,test,synthetic,class_1
synth_00147.png,test,synthetic,class_0
synth_00151.png,test,synthetic,class_1
synth_00162.png,test,synthetic,class_0
synth_00168.png,test,synthetic,class_1
synth_00172.png,test,synthetic,class_1
synth_00177.png,test,synthetic,class_1
synth_00180.png,test,synthetic,negative
synth_00185.png,test,synthetic,class_1
synth_00186.png,test,synthetic,class_0
synth_00188.png,test,synthetic,class_1
synth_00202.png,test,synthetic,class_1
synth_00203.png,test,synthetic,class_0
synth_00205.png,test,synthetic,class_1
synth_00208.png,test,synthetic,class_0
synth_00232.png,test,synthetic,class_1
synth_00237.png,test,synthetic,class_1
synth_00248.png,test,synthetic,class_0
synth_00265.png,test,synthetic,class_1
synth_00277.png,test,synthetic,class_1
synth_00278.png,test,synthetic,class_1
synth_00286.png,test,synthetic,class_0
synth_00288.png,test,synthetic,class_0
synth_00289.png,test,synthetic,class_0
synth_00291.png,test,synthetic,class_0
synth_00292.png,test,synthetic,class_1
synth_00297.png,test,synthetic,class_1
synth_00299.png,test,synthetic,class_0
synth_00309.png,test,synthetic,class_1
synth_00312.png,test,synthetic,class_0
synth_00318.png,test,synthetic,negative
synth_00325.png,test,synthetic,negative
synth_00342.png,test,synthetic,class_0
synth_00346.png,test,synthetic,class_1
synth_00358.png,test,synthetic,class_0
synth_00361.png,test,synthetic,class_0
synth_00367.png,test,synthetic,class_1
synth_00372.png,test,synthetic,negative
synth_00382.png,test,synthetic,class_1
synth_00386.png,test,synthetic,negative
synth_00392.png,test,synthetic,class_1
synth_00394.png,test,synthetic,class_1
synth_00397.png,test,synthetic,class_1
synth_00398.png,test,synthetic,class_0
synth_00405.png,test,synthetic,class_1
synth_00443.png,test,synthetic,class_0
synth_00446.png,test,synthetic,class_0
synth_00448.png,test,synthetic,class_0
synth_00449.png,test,synthetic,class_1
synth_00450.png,test,synthetic,negative
synth_00456.png,test,synthetic,class_1
synth_00464.png,test,synthetic,negative
synth_00466.png,test,synthetic,negative
synth_00468.png,test,synthetic,class_1
synth_00472.png,test,synthetic,class_1
synth_00474.png,test,synthetic,class_0
synth_00476.png,test,synthetic,class_1
synth_00486.png,test,synthetic,class_1
synth_00503.png,test,synthetic,class_0
synth_00505.png,test,synthetic,class_0
synth_00536.png,test,synthetic,class_1
synth_00548.png,test,synthetic,class_0
synth_00552.png,test,synthetic,class_1
synth_00555.png,test,synthetic,negative
synth_00556.png,test,synthetic,class_0
synth_00566.png,test,synthetic,negative
synth_00586.png,test,synthetic,class_0
synth_00591.png,test,synthetic,negative
synth_00598.png,test,synthetic,class_1
synth_00604.png,test,synthetic,class_1
synth_00606.png,test,synthetic,class_0
synth_00608.png,test,synthetic,negative
synth_00618.png,test,synthetic,class_1
synth_00620.png,test,synthetic,class_1
synth_00630.png,test,synthetic,negative
synth_00638.png,test,synthetic,negative
synth_00643.png,test,synthetic,class_1
synth_00658.png,test,synthetic,class_0
synth_00666.png,test,synthetic,class_1
synth_00682.png,test,synthetic,class_1
synth_00693.png,test,synthetic,class_1
synth_00697.png,test,synthetic,class_1
synth_00703.png,test,synthetic,class_0
synth_00710.png,test,synthetic,class_0
synth_00715.png,test,synthetic,class_0
synth_00721.png,test,synthetic,class_0
synth_00741.png,test,synthetic,class_1
synth_00748.png,test,synthetic,class_0
synth_00750.png,test,synthetic,class_0
synth_00757.png,test,synthetic,class_1
synth_00762.png,test,synthetic,class_1
synth_00764.png,test,synthetic,class_1
synth_00776.png,test,synthetic,class_0
synth_00777.png,test,synthetic,class_1
synth_00779.png,test,synthetic,negative
synth_00780.png,test,synthetic,class_0
synth_00796.png,test,synthetic,class_1
synth_00799.png,test,synthetic,class_0
synth_00815.png,test,synthetic,class_1
synth_00819.png,test,synthetic,negative
synth_00820.png,test,synthetic,class_0
synth_00823.png,test,synthetic,class_1
synth_00836.png,test,synthetic,class_0
synth_00846.png,test,synthetic,class_0
synth_00848.png,test,synthetic,class_1
synth_00857.png,test,synthetic,negative
synth_00866.png,test,synthetic,class_1
synth_00868.png,test,synthetic,negative
synth_00871.png,test,synthetic,class_0
synth_00890.png,test,synthetic,class_1
synth_00896.png,test,synthetic,class_0
synth_00898.png,test,synthetic,class_0
synth_00926.png,test,synthetic,class_1
synth_00936.png,test,synthetic,class_1
synth_00937.png,test,synthetic,class_0
synth_00941.png,test,synthetic,negative
synth_00942.png,test,synthetic,class_1
synth_00947.png,test,synthetic,class_1
synth_00948.png,test,synthetic,negative
synth_00951.png,test,synthetic,class_0
synth_00952.png,test,synthetic,class_0
synth_00954.png,test,synthetic,class_0
synth_00955.png,test,synthetic,class_0
synth_00964.png,test,synthetic,class_0
synth_00970.png,test,synthetic,negative
synth_00974.png,test,synthetic,negative
synth_00983.png,test,synthetic,class_0
synth_00984.png,test,synthetic,negative
synth_00988.png,test,synthetic,class_1
synth_00995.png,test,synthetic,class_1
006793f0-1360_074.png,train,real,class_1
00ef90b9-Doc_table_156.png,train,real,class_1
0598f543-1445_046.png,train,real,class_1
0667208e-1553_021.png,train,real,class_1
07524019-1384_058.png,train,real,class_1
0842a3ff-20_bordered_tables_page-0006.jpg,train,real,class_0
0d43703b-Doc_table_63.png,train,real,class_0
0df99aa3-0219_043.png,train,real,class_1
11fdc48f-Doc_table_29.png,train,real,class_0
1bea3480-20_bordered_tables_page-0008.jpg,train,real,class_0
1cd92169-20_bordered_tables_page-0017.jpg,train,real,class_0
1ec48666-Doc_table_460.png,train,real,class_1
22104242-1674_088.png,train,real,class_1
2546a555-1339_086.png,train,real,class_1
258a5c5c-1060_195.png,train,real,class_1
27988033-20_bordered_tables_page-0005.jpg,train,real,class_0
2984518e-Doc_table_110.png,train,real,class_0
321cb554-1176_003.png,train,real,class_1
33aaee40-20_bordered_tables_page-0007.jpg,train,real,class_0
37566fa1-Screenshot_2026-06-16_180620.png,train,real,class_0
38249ee4-Doc_table_18.png,train,real,class_1
38862406-Doc_table_456.png,train,real,class_1
3b28b617-1012_041.png,train,real,negative
3c768ae7-Doc_table_108.png,train,real,class_0
3ef95933-20_bordered_tables_page-0004.jpg,train,real,class_0
4d4b65e7-1662_053.png,train,real,class_1
4f6b046a-Doc_table_150.png,train,real,class_0
54c3aa2d-0672_278.png,train,real,class_1
5563b354-Doc_table_92.png,train,real,class_1
5a3333d2-Doc_table_14.png,train,real,class_0
5e19a54b-0148_479.png,train,real,class_1
5f6270fc-0203_207.png,train,real,class_1
617f7f81-0206_007.png,train,real,negative
63a9426c-Doc_table_493.png,train,real,class_0
68698a87-0717_023.png,train,real,class_1
68745ea8-1201_273.png,train,real,class_1
6881ef59-Doc_table_15.png,train,real,class_0
69aea3d6-0220_030.png,train,real,class_1
6d79f9aa-Doc_table_474.png,train,real,class_0
70d43b3b-0725_043.png,train,real,class_1
8688bd5f-1551_152.png,train,real,class_1
86bd2625-Doc_table_97.png,train,real,class_0
8ae1878e-Doc_table_457.png,train,real,class_1
8cbae39d-Doc_table_155.png,train,real,class_0
8e106d32-Doc_table_27.png,train,real,class_0
929f1a96-0147_125.png,train,real,class_1
9360b107-1580_295.png,train,real,class_1
94a999f8-Doc_table_497.png,train,real,class_1
94f759e0-Doc_table_7_-_Copy.png,train,real,class_1
95144066-0725_026.png,train,real,class_1
995da427-1551_123.png,train,real,class_1
9b77cfcd-1124_039.png,train,real,class_1
9bbd3b3a-Doc_table_472.png,train,real,class_1
9ddee966-1040_032.png,train,real,class_1
a068167d-0154_474.png,train,real,class_1
a1855797-1674_138.png,train,real,class_1
a2c608df-Doc_table_64.png,train,real,class_1
ae9e1c01-0765_005.png,train,real,negative
b004afaa-Doc_table_75.png,train,real,class_0
b0c3dbb4-1552_032.png,train,real,class_1
b209ba68-Doc_table_12_-_Copy.png,train,real,class_0
b2cafe9d-1249_072.png,train,real,class_1
b4e872eb-Doc_table_494.png,train,real,class_1
b8d05879-1060_223.png,train,real,class_1
baee804f-20_bordered_tables_page-0004.jpg,train,real,class_0
bc7da378-Doc_table_469.png,train,real,class_0
c2fc664e-Screenshot_2026-06-16_180744.png,train,real,class_0
c9571aaa-1060_223.png,train,real,class_1
cc9d0437-Doc_table_3_-_Copy.png,train,real,class_1
cea9aae3-Doc_table_490.png,train,real,class_1
d3df8391-Doc_table_59.png,train,real,class_0
d534021e-1550_007.png,train,real,class_1
d56f524d-Doc_table_35.png,train,real,negative
d5f850cc-Doc_table_87.png,train,real,class_0
d86073c3-20_bordered_tables_page-0019.jpg,train,real,class_0
d90cea8c-Doc_table_151.png,train,real,class_0
d9973770-Doc_table_453.png,train,real,class_0
d9b6f72a-Doc_table_26.png,train,real,class_1
db20270a-Doc_table_36.png,train,real,class_1
dc6d3f08-Doc_table_19.png,train,real,class_0
e310ee17-Doc_table_33.png,train,real,class_0
e33726b1-Doc_table_462.png,train,real,class_0
ea4aec47-Doc_table_17.png,train,real,class_0
eb0d40b3-Doc_table_153.png,train,real,class_1
eb9e7d8a-20_bordered_tables_page-0014.jpg,train,real,class_0
ece2df29-Doc_table_55.png,train,real,class_0
f7b1f1d4-Doc_table_492.png,train,real,class_1
fb68d60e-20_bordered_tables_page-0017.jpg,train,real,class_0
fdc7e6d0-Doc_table_491.png,train,real,class_0
ff2ea735-Doc_table_53.png,train,real,class_0
synth_00000.png,train,synthetic,negative
synth_00004.png,train,synthetic,class_1
synth_00005.png,train,synthetic,class_1
synth_00006.png,train,synthetic,class_0
synth_00008.png,train,synthetic,class_0
synth_00009.png,train,synthetic,class_1
synth_00010.png,train,synthetic,class_0
synth_00011.png,train,synthetic,negative
synth_00013.png,train,synthetic,class_1
synth_00014.png,train,synthetic,class_1
synth_00015.png,train,synthetic,class_1
synth_00016.png,train,synthetic,negative
synth_00017.png,train,synthetic,class_1
synth_00018.png,train,synthetic,class_1
synth_00019.png,train,synthetic,class_1
synth_00020.png,train,synthetic,class_0
synth_00022.png,train,synthetic,class_0
synth_00023.png,train,synthetic,class_0
synth_00024.png,train,synthetic,class_0
synth_00025.png,train,synthetic,class_0
synth_00026.png,train,synthetic,negative
synth_00027.png,train,synthetic,class_0
synth_00028.png,train,synthetic,class_0
synth_00029.png,train,synthetic,class_1
synth_00031.png,train,synthetic,class_1
synth_00032.png,train,synthetic,class_1
synth_00033.png,train,synthetic,class_0
synth_00034.png,train,synthetic,class_1
synth_00043.png,train,synthetic,class_0
synth_00047.png,train,synthetic,class_0
synth_00048.png,train,synthetic,class_0
synth_00049.png,train,synthetic,class_0
synth_00050.png,train,synthetic,class_0
synth_00051.png,train,synthetic,negative
synth_00052.png,train,synthetic,negative
synth_00053.png,train,synthetic,class_0
synth_00054.png,train,synthetic,class_1
synth_00055.png,train,synthetic,class_1
synth_00056.png,train,synthetic,class_1
synth_00058.png,train,synthetic,class_1
synth_00059.png,train,synthetic,class_1
synth_00062.png,train,synthetic,class_0
synth_00063.png,train,synthetic,class_0
synth_00064.png,train,synthetic,class_1
synth_00065.png,train,synthetic,class_1
synth_00066.png,train,synthetic,negative
synth_00067.png,train,synthetic,negative
synth_00068.png,train,synthetic,class_1
synth_00069.png,train,synthetic,class_0
synth_00070.png,train,synthetic,class_0
synth_00072.png,train,synthetic,negative
synth_00073.png,train,synthetic,class_1
synth_00075.png,train,synthetic,class_1
synth_00076.png,train,synthetic,class_1
synth_00078.png,train,synthetic,class_0
synth_00079.png,train,synthetic,class_1
synth_00080.png,train,synthetic,negative
synth_00081.png,train,synthetic,class_1
synth_00082.png,train,synthetic,class_0
synth_00083.png,train,synthetic,negative
synth_00084.png,train,synthetic,class_0
synth_00086.png,train,synthetic,class_0
synth_00087.png,train,synthetic,class_1
synth_00088.png,train,synthetic,class_1
synth_00089.png,train,synthetic,class_1
synth_00091.png,train,synthetic,class_1
synth_00092.png,train,synthetic,class_1
synth_00093.png,train,synthetic,class_1
synth_00094.png,train,synthetic,class_1
synth_00095.png,train,synthetic,class_0
synth_00096.png,train,synthetic,class_1
synth_00099.png,train,synthetic,class_1
synth_00100.png,train,synthetic,class_1
synth_00101.png,train,synthetic,negative
synth_00104.png,train,synthetic,class_0
synth_00105.png,train,synthetic,class_0
synth_00106.png,train,synthetic,class_1
synth_00107.png,train,synthetic,class_0
synth_00108.png,train,synthetic,class_1
synth_00110.png,train,synthetic,class_0
synth_00112.png,train,synthetic,class_1
synth_00113.png,train,synthetic,class_0
synth_00114.png,train,synthetic,class_1
synth_00116.png,train,synthetic,class_0
synth_00118.png,train,synthetic,class_0
synth_00119.png,train,synthetic,class_1
synth_00120.png,train,synthetic,class_0
synth_00122.png,train,synthetic,class_1
synth_00125.png,train,synthetic,class_1
synth_00126.png,train,synthetic,class_0
synth_00127.png,train,synthetic,negative
synth_00129.png,train,synthetic,negative
synth_00130.png,train,synthetic,class_0
synth_00132.png,train,synthetic,class_1
synth_00133.png,train,synthetic,class_1
synth_00134.png,train,synthetic,negative
synth_00135.png,train,synthetic,negative
synth_00136.png,train,synthetic,negative
synth_00138.png,train,synthetic,negative
synth_00140.png,train,synthetic,class_0
synth_00142.png,train,synthetic,class_0
synth_00143.png,train,synthetic,class_1
synth_00144.png,train,synthetic,class_0
synth_00146.png,train,synthetic,class_0
synth_00148.png,train,synthetic,class_0
synth_00149.png,train,synthetic,class_0
synth_00150.png,train,synthetic,class_0
synth_00153.png,train,synthetic,class_1
synth_00154.png,train,synthetic,negative
synth_00155.png,train,synthetic,class_1
synth_00156.png,train,synthetic,class_0
synth_00157.png,train,synthetic,class_1
synth_00158.png,train,synthetic,negative
synth_00159.png,train,synthetic,class_0
synth_00160.png,train,synthetic,class_1
synth_00161.png,train,synthetic,class_1
synth_00163.png,train,synthetic,class_1
synth_00164.png,train,synthetic,class_1
synth_00165.png,train,synthetic,class_1
synth_00166.png,train,synthetic,class_0
synth_00167.png,train,synthetic,class_0
synth_00169.png,train,synthetic,class_0
synth_00170.png,train,synthetic,class_0
synth_00171.png,train,synthetic,negative
synth_00173.png,train,synthetic,class_0
synth_00174.png,train,synthetic,class_1
synth_00175.png,train,synthetic,negative
synth_00176.png,train,synthetic,class_1
synth_00178.png,train,synthetic,class_0
synth_00181.png,train,synthetic,class_1
synth_00184.png,train,synthetic,negative
synth_00187.png,train,synthetic,class_0
synth_00190.png,train,synthetic,class_1
synth_00191.png,train,synthetic,class_1
synth_00192.png,train,synthetic,class_0
synth_00193.png,train,synthetic,class_0
synth_00194.png,train,synthetic,class_1
synth_00195.png,train,synthetic,negative
synth_00196.png,train,synthetic,class_0
synth_00197.png,train,synthetic,class_1
synth_00198.png,train,synthetic,class_0
synth_00199.png,train,synthetic,class_0
synth_00200.png,train,synthetic,class_1
synth_00201.png,train,synthetic,class_1
synth_00204.png,train,synthetic,class_0
synth_00206.png,train,synthetic,class_1
synth_00207.png,train,synthetic,class_1
synth_00209.png,train,synthetic,class_1
synth_00210.png,train,synthetic,class_1
synth_00211.png,train,synthetic,class_1
synth_00212.png,train,synthetic,class_0
synth_00216.png,train,synthetic,class_0
synth_00217.png,train,synthetic,class_1
synth_00219.png,train,synthetic,class_0
synth_00220.png,train,synthetic,class_1
synth_00221.png,train,synthetic,class_0
synth_00223.png,train,synthetic,class_0
synth_00224.png,train,synthetic,negative
synth_00225.png,train,synthetic,negative
synth_00227.png,train,synthetic,class_0
synth_00228.png,train,synthetic,class_0
synth_00230.png,train,synthetic,class_0
synth_00231.png,train,synthetic,class_1
synth_00234.png,train,synthetic,class_0
synth_00235.png,train,synthetic,class_1
synth_00236.png,train,synthetic,class_1
synth_00238.png,train,synthetic,class_0
synth_00239.png,train,synthetic,class_1
synth_00240.png,train,synthetic,class_0
synth_00241.png,train,synthetic,class_1
synth_00242.png,train,synthetic,class_0
synth_00243.png,train,synthetic,class_0
synth_00244.png,train,synthetic,class_0
synth_00246.png,train,synthetic,class_0
synth_00247.png,train,synthetic,class_0
synth_00249.png,train,synthetic,class_1
synth_00250.png,train,synthetic,class_1
synth_00251.png,train,synthetic,class_1
synth_00252.png,train,synthetic,class_0
synth_00253.png,train,synthetic,class_0
synth_00256.png,train,synthetic,class_1
synth_00257.png,train,synthetic,class_0
synth_00258.png,train,synthetic,class_0
synth_00260.png,train,synthetic,class_1
synth_00261.png,train,synthetic,class_1
synth_00262.png,train,synthetic,class_1
synth_00264.png,train,synthetic,class_1
synth_00267.png,train,synthetic,class_0
synth_00268.png,train,synthetic,negative
synth_00269.png,train,synthetic,class_1
synth_00271.png,train,synthetic,class_1
synth_00272.png,train,synthetic,class_1
synth_00273.png,train,synthetic,class_1
synth_00275.png,train,synthetic,negative
synth_00276.png,train,synthetic,class_1
synth_00279.png,train,synthetic,class_1
synth_00280.png,train,synthetic,negative
synth_00282.png,train,synthetic,class_0
synth_00283.png,train,synthetic,class_1
synth_00284.png,train,synthetic,class_1
synth_00285.png,train,synthetic,negative
synth_00290.png,train,synthetic,class_0
synth_00293.png,train,synthetic,class_0
synth_00295.png,train,synthetic,negative
synth_00298.png,train,synthetic,class_0
synth_00301.png,train,synthetic,class_1
synth_00302.png,train,synthetic,class_1
synth_00303.png,train,synthetic,class_0
synth_00304.png,train,synthetic,class_1
synth_00305.png,train,synthetic,class_0
synth_00306.png,train,synthetic,class_1
synth_00307.png,train,synthetic,class_0
synth_00308.png,train,synthetic,negative
synth_00310.png,train,synthetic,class_0
synth_00311.png,train,synthetic,class_0
synth_00314.png,train,synthetic,negative
synth_00317.png,train,synthetic,class_0
synth_00319.png,train,synthetic,class_1
synth_00320.png,train,synthetic,class_0
synth_00321.png,train,synthetic,class_0
synth_00322.png,train,synthetic,class_1
synth_00323.png,train,synthetic,negative
synth_00324.png,train,synthetic,class_0
synth_00326.png,train,synthetic,negative
synth_00327.png,train,synthetic,class_0
synth_00328.png,train,synthetic,class_1
synth_00329.png,train,synthetic,class_1
synth_00330.png,train,synthetic,class_0
synth_00331.png,train,synthetic,class_1
synth_00332.png,train,synthetic,class_1
synth_00333.png,train,synthetic,class_1
synth_00334.png,train,synthetic,negative
synth_00335.png,train,synthetic,negative
synth_00336.png,train,synthetic,class_1
synth_00337.png,train,synthetic,class_0
synth_00338.png,train,synthetic,class_1
synth_00339.png,train,synthetic,class_1
synth_00340.png,train,synthetic,class_1
synth_00343.png,train,synthetic,class_1
synth_00344.png,train,synthetic,class_1
synth_00347.png,train,synthetic,class_1
synth_00349.png,train,synthetic,class_1
synth_00351.png,train,synthetic,class_1
synth_00354.png,train,synthetic,class_1
synth_00355.png,train,synthetic,class_1
synth_00356.png,train,synthetic,class_1
synth_00357.png,train,synthetic,class_0
synth_00359.png,train,synthetic,class_0
synth_00360.png,train,synthetic,class_1
synth_00362.png,train,synthetic,class_1
synth_00363.png,train,synthetic,class_1
synth_00365.png,train,synthetic,class_0
synth_00368.png,train,synthetic,negative
synth_00369.png,train,synthetic,negative
synth_00370.png,train,synthetic,class_0
synth_00371.png,train,synthetic,class_1
synth_00373.png,train,synthetic,negative
synth_00374.png,train,synthetic,class_0
synth_00375.png,train,synthetic,class_1
synth_00376.png,train,synthetic,class_1
synth_00377.png,train,synthetic,class_0
synth_00378.png,train,synthetic,class_1
synth_00379.png,train,synthetic,class_0
synth_00380.png,train,synthetic,negative
synth_00381.png,train,synthetic,negative
synth_00385.png,train,synthetic,class_1
synth_00387.png,train,synthetic,class_1
synth_00389.png,train,synthetic,class_0
synth_00390.png,train,synthetic,class_1
synth_00391.png,train,synthetic,negative
synth_00393.png,train,synthetic,class_1
synth_00395.png,train,synthetic,class_1
synth_00396.png,train,synthetic,class_1
synth_00399.png,train,synthetic,class_0
synth_00400.png,train,synthetic,class_0
synth_00401.png,train,synthetic,class_0
synth_00402.png,train,synthetic,class_1
synth_00403.png,train,synthetic,class_0
synth_00404.png,train,synthetic,class_1
synth_00406.png,train,synthetic,class_0
synth_00407.png,train,synthetic,class_1
synth_00408.png,train,synthetic,class_0
synth_00409.png,train,synthetic,class_1
synth_00410.png,train,synthetic,class_1
synth_00411.png,train,synthetic,class_0
synth_00412.png,train,synthetic,class_1
synth_00413.png,train,synthetic,class_0
synth_00414.png,train,synthetic,class_1
synth_00416.png,train,synthetic,class_1
synth_00417.png,train,synthetic,class_0
synth_00418.png,train,synthetic,negative
synth_00419.png,train,synthetic,class_0
synth_00421.png,train,synthetic,negative
synth_00422.png,train,synthetic,class_0
synth_00423.png,train,synthetic,class_0
synth_00425.png,train,synthetic,class_0
synth_00426.png,train,synthetic,class_1
synth_00427.png,train,synthetic,class_0
synth_00429.png,train,synthetic,class_0
synth_00430.png,train,synthetic,class_0
synth_00431.png,train,synthetic,class_1
synth_00432.png,train,synthetic,class_1
synth_00433.png,train,synthetic,class_1
synth_00434.png,train,synthetic,class_1
synth_00435.png,train,synthetic,class_0
synth_00436.png,train,synthetic,class_1
synth_00438.png,train,synthetic,class_1
synth_00439.png,train,synthetic,class_0
synth_00440.png,train,synthetic,class_0
synth_00441.png,train,synthetic,class_1
synth_00442.png,train,synthetic,negative
synth_00444.png,train,synthetic,class_0
synth_00445.png,train,synthetic,class_1
synth_00447.png,train,synthetic,class_0
synth_00451.png,train,synthetic,negative
synth_00452.png,train,synthetic,negative
synth_00453.png,train,synthetic,class_1
synth_00457.png,train,synthetic,class_0
synth_00458.png,train,synthetic,class_0
synth_00459.png,train,synthetic,class_1
synth_00460.png,train,synthetic,class_0
synth_00461.png,train,synthetic,class_1
synth_00462.png,train,synthetic,class_1
synth_00465.png,train,synthetic,class_0
synth_00467.png,train,synthetic,class_1
synth_00469.png,train,synthetic,class_1
synth_00471.png,train,synthetic,class_0
synth_00473.png,train,synthetic,class_1
synth_00475.png,train,synthetic,negative
